,percip_mm,humidity,temp,leafwet450_min,leafwet460_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms
2013-12-14 02:30:00,0.0,0.524519383907,10.6000003815,0.0,0.0,442.0,1.91114830971,129.0,1.40821456909
2013-12-14 02:35:00,0.0,0.528027892113,10.5,0.0,0.0,442.0,2.01173520088,153.0,1.40821456909
2013-12-14 02:40:00,0.0,0.531562626362,10.3999996185,0.0,0.0,442.0,1.91114830971,152.0,1.60938811302
2013-12-14 02:45:00,0.0,0.531562626362,10.3999996185,0.0,0.0,442.0,2.21290874481,156.0,1.81056165695
2013-12-14 02:50:00,0.0,0.531562626362,10.3999996185,0.0,0.0,442.0,2.11232185364,151.0,1.81056165695
2013-12-14 02:55:00,0.0,0.535123825073,10.3000001907,0.0,0.0,442.0,2.21290874481,157.0,1.60938811302
2013-12-14 03:00:00,0.0,0.543110787868,10.3000001907,0.0,0.0,442.0,1.81056165695,154.0,1.70997488499
2013-12-14 03:05:00,0.0,0.535123825073,10.3000001907,0.0,0.0,442.0,1.81056165695,149.0,1.50880134106
2013-12-14 03:10:00,0.0,0.535123825073,10.3000001907,0.0,0.0,442.0,2.31349539757,150.0,1.81056165695
2013-12-14 03:15:00,0.0,0.535123825073,10.3000001907,0.0,0.0,442.0,2.11232185364,148.0,1.91114830971
2013-12-14 03:20:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,1.91114830971,145.0,1.70997488499
2013-12-14 03:25:00,0.0,0.530671358109,10.1999998093,0.0,0.0,442.0,1.81056165695,141.0,1.70997488499
2013-12-14 03:30:00,0.0,0.534232318401,10.1000003815,0.0,0.0,442.0,2.31349539757,155.0,1.91114830971
2013-12-14 03:35:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,1.91114830971,140.0,1.60938811302
2013-12-14 03:40:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.21290874481,145.0,1.81056165695
2013-12-14 03:45:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.11232185364,141.0,1.81056165695
2013-12-14 03:50:00,0.0,0.545968830585,10.0,0.0,0.0,442.0,1.70997488499,135.0,1.50880134106
2013-12-14 03:55:00,0.0,0.545968830585,10.0,0.0,0.0,442.0,1.81056165695,142.0,1.60938811302
2013-12-14 04:00:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.21290874481,145.0,1.91114830971
2013-12-14 04:05:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.21290874481,147.0,1.81056165695
2013-12-14 04:10:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.01173520088,149.0,1.81056165695
2013-12-14 04:15:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.41408205032,152.0,2.01173520088
2013-12-14 04:20:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.01173520088,154.0,1.70997488499
2013-12-14 04:25:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.01173520088,139.0,1.70997488499
2013-12-14 04:30:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.41408205032,145.0,1.91114830971
2013-12-14 04:35:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.11232185364,151.0,1.91114830971
2013-12-14 04:40:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,1.70997488499,144.0,1.50880134106
2013-12-14 04:45:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,1.91114830971,149.0,1.70997488499
2013-12-14 04:50:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.01173520088,144.0,1.60938811302
2013-12-14 04:55:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,2.01173520088,135.0,1.60938811302
2013-12-14 05:00:00,0.0,0.538711845875,10.1999998093,0.0,0.0,442.0,1.81056165695,143.0,1.70997488499
2013-12-14 05:05:00,0.0,0.530671358109,10.1999998093,0.0,0.0,442.0,1.91114830971,133.0,1.60938811302
2013-12-14 05:10:00,0.0,0.534232318401,10.1000003815,0.0,0.0,442.0,1.91114830971,138.0,1.50880134106
2013-12-14 05:15:00,0.0,0.534232318401,10.1000003815,0.0,0.0,442.0,1.70997488499,147.0,1.60938811302
2013-12-14 05:20:00,0.0,0.522630870342,10.1999998093,0.0,0.0,442.0,2.5146689415,141.0,1.81056165695
2013-12-14 05:25:00,0.0,0.511163055897,10.3000001907,0.0,0.0,442.0,1.91114830971,145.0,1.60938811302
2013-12-14 05:30:00,0.0,0.511163055897,10.3000001907,0.0,0.0,442.0,1.91114830971,139.0,1.70997488499
2013-12-14 05:35:00,0.0,0.519150018692,10.3000001907,0.0,0.0,442.0,2.11232185364,142.0,1.50880134106
2013-12-14 05:40:00,0.0,0.519150018692,10.3000001907,0.0,0.0,442.0,1.91114830971,155.0,1.50880134106
2013-12-14 05:45:00,0.0,0.50776129961,10.3999996185,0.0,0.0,442.0,1.70997488499,145.0,1.40821456909
2013-12-14 05:50:00,0.0,0.515695095062,10.3999996185,0.0,0.0,442.0,1.50880134106,147.0,1.20704102516
2013-12-14 05:55:00,0.0,0.519150018692,10.3000001907,0.0,0.0,442.0,1.60938811302,144.0,1.20704102516
2013-12-14 06:00:00,0.0,0.511163055897,10.3000001907,0.0,0.0,442.0,1.50880134106,147.0,1.10645437241
2013-12-14 06:05:00,0.0,0.514590382576,10.1999998093,0.0,0.0,442.0,1.81056165695,148.0,1.40821456909
2013-12-14 06:10:00,0.0,0.514590382576,10.1999998093,0.0,0.0,442.0,1.91114830971,147.0,1.30762779713
2013-12-14 06:15:00,0.0,0.511163055897,10.3000001907,0.0,0.0,442.0,2.21290874481,130.0,1.40821456909
2013-12-14 06:20:00,0.0,0.511163055897,10.3000001907,0.0,0.0,442.0,2.01173520088,149.0,1.50880134106
2013-12-14 06:25:00,0.0,0.514590382576,10.1999998093,0.0,0.0,442.0,2.61525559425,163.0,1.81056165695
2013-12-14 06:30:00,0.0,0.526137888432,10.1000003815,0.0,0.0,442.0,1.81056165695,152.0,1.50880134106
2013-12-14 06:35:00,0.0,0.529671251774,10.0,0.0,0.0,442.0,1.91114830971,137.0,1.50880134106
2013-12-14 06:40:00,0.0,0.533231139183,9.89999961853,0.0,0.0,442.0,1.70997488499,129.0,1.40821456909
2013-12-14 06:45:00,0.0,0.533231139183,9.89999961853,0.0,0.0,442.0,1.50880134106,140.0,1.20704102516
2013-12-14 06:50:00,0.0,0.533231139183,9.89999961853,0.0,0.0,442.0,1.50880134106,130.0,1.30762779713
2013-12-14 06:55:00,0.0,0.545076608658,9.80000019073,0.0,0.0,442.0,1.30762779713,156.0,1.10645437241
2013-12-14 07:00:00,0.0,0.548745989799,9.69999980927,0.0,0.0,442.0,1.30762779713,163.0,1.00586760044
2013-12-14 07:05:00,0.0,0.548745989799,9.69999980927,0.0,0.0,442.0,1.70997488499,157.0,1.40821456909
2013-12-14 07:10:00,0.0,0.557060301304,9.69999980927,0.0,0.0,442.0,1.91114830971,150.0,1.50880134106
2013-12-14 07:15:00,0.0,0.557060301304,9.69999980927,0.0,0.0,442.0,1.81056165695,166.0,1.50880134106
2013-12-14 07:20:00,0.0,0.560813307762,9.60000038147,0.0,0.0,442.0,1.60938811302,145.0,1.40821456909
2013-12-14 07:25:00,0.0,0.564594626427,9.5,0.0,0.0,442.0,1.10645437241,114.0,0.905280828476
2013-12-14 07:30:00,0.0,0.573021411896,9.5,0.0,0.0,442.0,1.50880134106,157.0,1.10645437241
2013-12-14 07:35:00,0.0,0.569183647633,9.60000038147,0.0,0.0,442.0,2.11232185364,145.0,1.70997488499
2013-12-14 07:40:00,0.0,0.569183647633,9.60000038147,0.0,0.0,442.0,1.60938811302,127.0,1.30762779713
2013-12-14 07:45:00,0.0,0.577553987503,9.60000038147,0.0,0.0,442.0,1.81056165695,125.0,1.40821456909
2013-12-14 07:50:00,0.0,0.573688983917,9.69999980927,0.0,0.0,442.0,1.70997488499,116.0,1.30762779713
2013-12-14 07:55:00,0.0,0.566045403481,9.89999961853,0.0,0.0,442.0,1.60938811302,128.0,1.40821456909
2013-12-14 08:00:00,0.0,0.574248969555,9.89999961853,0.0,0.0,442.0,2.01173520088,114.0,1.70997488499
2013-12-14 08:05:00,0.0,0.570415198803,10.0,0.0,0.0,442.0,2.11232185364,127.0,1.91114830971
2013-12-14 08:10:00,0.0,0.574248969555,9.89999961853,0.0,0.0,442.0,2.91701602936,128.0,2.31349539757
2013-12-14 08:15:00,0.0,0.574248969555,9.89999961853,0.0,0.0,442.0,2.61525559425,126.0,2.31349539757
2013-12-14 08:20:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,2.91701602936,118.0,2.5146689415
2013-12-14 08:25:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,2.71584248543,117.0,2.5146689415
2013-12-14 08:30:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,2.91701602936,126.0,2.31349539757
2013-12-14 08:35:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,2.61525559425,121.0,2.31349539757
2013-12-14 08:40:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,3.82229661942,113.0,2.81642913818
2013-12-14 08:45:00,0.0,0.578111588955,9.80000019073,0.0,0.0,442.0,2.71584248543,130.0,2.11232185364
2013-12-14 08:50:00,0.0,0.586370289326,9.80000019073,0.0,0.0,442.0,2.61525559425,129.0,2.41408205032
2013-12-14 08:55:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,2.71584248543,116.0,2.41408205032
2013-12-14 09:00:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,2.91701602936,111.0,2.31349539757
2013-12-14 09:05:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,3.01760268211,117.0,2.41408205032
2013-12-14 09:10:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,2.81642913818,122.0,2.41408205032
2013-12-14 09:15:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,2.71584248543,136.0,2.31349539757
2013-12-14 09:20:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,2.71584248543,121.0,2.41408205032
2013-12-14 09:25:00,0.0,0.590317606926,9.69999980927,0.0,0.0,442.0,3.11818933487,118.0,2.61525559425
2013-12-14 09:30:00,0.0,0.586370289326,9.80000019073,0.0,0.0,442.0,2.81642913818,117.0,2.71584248543
2013-12-14 09:35:00,0.0,0.586370289326,9.80000019073,0.0,0.0,442.0,3.11818933487,122.0,2.81642913818
2013-12-14 09:40:00,0.0,0.590656042099,9.89999961853,0.0,0.0,442.0,2.61525559425,114.0,2.41408205032
2013-12-14 09:45:00,0.0,0.590656042099,9.89999961853,0.0,0.0,442.0,3.11818933487,123.0,2.5146689415
2013-12-14 09:50:00,0.0,0.590656042099,9.89999961853,0.0,0.0,442.0,2.81642913818,127.0,2.61525559425
2013-12-14 09:55:00,0.0,0.58671271801,10.0,0.0,0.0,442.0,2.61525559425,115.0,2.5146689415
2013-12-14 10:00:00,0.0,0.58279889822,10.1000003815,0.0,0.0,442.0,2.71584248543,121.0,2.21290874481
2013-12-14 10:05:00,0.0,0.578914165497,10.1999998093,0.0,0.0,442.0,2.91701602936,121.0,2.31349539757
2013-12-14 10:10:00,0.0,0.578914165497,10.1999998093,0.0,0.0,442.0,3.6211233139,115.0,2.61525559425
2013-12-14 10:15:00,0.0,0.575058460236,10.3000001907,0.0,0.0,442.0,2.91701602936,126.0,2.61525559425
2013-12-14 10:20:00,0.0,0.571231484413,10.3999996185,0.0,0.0,442.0,2.81642913818,116.0,2.5146689415
2013-12-14 10:25:00,0.0,0.579165220261,10.3999996185,0.0,0.0,442.0,2.81642913818,129.0,2.41408205032
2013-12-14 10:30:00,0.0,0.567432940006,10.5,0.0,0.0,442.0,3.21877622604,125.0,2.41408205032
2013-12-14 10:35:00,0.0,0.563662648201,10.6000003815,0.0,0.0,442.0,2.91701602936,122.0,2.21290874481
2013-12-14 10:40:00,0.0,0.563662648201,10.6000003815,0.0,0.0,442.0,3.11818933487,125.0,2.21290874481
2013-12-14 10:45:00,0.0,0.57149130106,10.6000003815,0.0,0.0,442.0,2.81642913818,121.0,2.31349539757
2013-12-14 10:50:00,0.0,0.57149130106,10.6000003815,0.0,0.0,442.0,3.01760268211,111.0,2.61525559425
2013-12-14 10:55:00,0.0,0.57149130106,10.6000003815,0.0,0.0,442.0,2.91701602936,124.0,2.41408205032
2013-12-14 11:00:00,0.0,0.567697048187,10.6999998093,0.0,0.0,442.0,3.01760268211,125.0,2.71584248543
2013-12-14 11:05:00,0.0,0.567697048187,10.6999998093,0.0,0.0,442.0,3.21877622604,108.0,2.71584248543
2013-12-14 11:10:00,0.0,0.563930988312,10.8000001907,0.0,0.0,442.0,3.3193628788,108.0,2.5146689415
2013-12-14 11:15:00,0.0,0.563930988312,10.8000001907,0.0,0.0,442.0,3.11818933487,117.0,2.71584248543
2013-12-14 11:20:00,0.0,0.563930988312,10.8000001907,0.0,0.0,442.0,3.3193628788,120.0,2.81642913818
2013-12-14 11:25:00,0.0,0.563930988312,10.8000001907,0.0,0.0,442.0,3.41994976997,109.0,3.01760268211
2013-12-14 11:30:00,0.0,0.560192883015,10.8999996185,0.0,0.0,442.0,3.92288351059,108.0,2.91701602936
2013-12-14 11:35:00,0.0,0.556482493877,11.0,0.0,0.0,442.0,3.11818933487,111.0,2.91701602936
2013-12-14 11:40:00,0.0,0.556666433811,11.1999998093,0.0,0.0,441.0,4.02347040176,115.0,3.11818933487
2013-12-14 11:45:00,0.0,0.549337029457,11.3999996185,0.0,0.0,441.0,4.22464370728,108.0,3.3193628788
2013-12-14 11:50:00,0.0,0.553087413311,11.5,0.0,0.0,441.0,2.91701602936,108.0,2.5146689415
2013-12-14 11:55:00,0.0,0.531610369682,12.1000003815,0.0,0.0,441.0,3.21877622604,109.0,2.91701602936
2013-12-14 12:00:00,0.0,0.528122484684,12.1999998093,0.0,0.0,441.0,3.52053642273,104.0,3.11818933487
2013-12-14 12:05:00,0.0,0.531610369682,12.1000003815,0.0,0.0,441.0,3.3193628788,110.0,3.11818933487
2013-12-14 12:10:00,0.0,0.517811655998,12.5,0.0,0.0,441.0,5.33109807968,104.0,3.6211233139
2013-12-14 12:15:00,0.0,0.514424979687,12.6000003815,0.0,0.0,441.0,3.82229661942,102.0,3.21877622604
2013-12-14 12:20:00,0.0,0.514424979687,12.6000003815,0.0,0.0,441.0,3.41994976997,100.0,2.81642913818
2013-12-14 12:25:00,0.0,0.510907530785,12.5,0.0,0.0,441.0,5.63285827637,97.0,4.02347040176
2013-12-14 12:30:00,0.0,0.510907530785,12.5,0.0,0.0,441.0,3.82229661942,105.0,3.52053642273
2013-12-14 12:35:00,0.0,0.507565975189,12.6000003815,0.0,0.0,441.0,3.6211233139,107.0,3.3193628788
2013-12-14 12:40:00,0.0,0.510907530785,12.5,0.0,0.0,441.0,3.72170996666,99.0,3.52053642273
2013-12-14 12:45:00,0.0,0.507565975189,12.6000003815,0.0,0.0,441.0,3.92288351059,104.0,3.21877622604
2013-12-14 12:50:00,0.0,0.504248917103,12.6999998093,0.0,0.0,441.0,4.52640390396,103.0,3.21877622604
2013-12-14 12:55:00,0.0,0.500707030296,12.6000003815,0.0,0.0,441.0,5.33109807968,102.0,4.32523059845
2013-12-14 13:00:00,0.0,0.500707030296,12.6000003815,0.0,0.0,441.0,5.63285827637,109.0,3.6211233139
2013-12-14 13:05:00,0.0,0.500956177711,12.8000001907,0.0,0.0,441.0,4.62699079514,107.0,3.21877622604
2013-12-14 13:10:00,0.0,0.494186460972,12.8000001907,0.0,0.0,441.0,3.52053642273,107.0,3.21877622604
2013-12-14 13:15:00,0.0,0.494186460972,12.8000001907,0.0,0.0,441.0,3.41994976997,122.0,3.21877622604
2013-12-14 13:20:00,0.0,0.490961939096,12.8999996185,0.0,0.0,441.0,4.1240568161,106.0,3.11818933487
2013-12-14 13:25:00,0.0,0.484236419201,12.8999996185,0.0,0.0,441.0,4.82816410065,95.0,4.02347040176
2013-12-14 13:30:00,0.0,0.484236419201,12.8999996185,0.0,0.0,441.0,3.52053642273,113.0,3.3193628788
2013-12-14 13:35:00,0.0,0.480647116899,12.8000001907,0.0,0.0,441.0,4.62699079514,113.0,3.92288351059
2013-12-14 13:40:00,0.0,0.480647116899,12.8000001907,0.0,0.0,441.0,4.52640390396,98.0,3.3193628788
2013-12-14 13:45:00,0.0,0.470785409212,12.8999996185,0.0,0.0,441.0,4.82816410065,107.0,3.6211233139
2013-12-14 13:50:00,0.0,0.473877429962,12.8000001907,0.0,0.0,441.0,3.92288351059,110.0,3.21877622604
2013-12-14 13:55:00,0.0,0.473877429962,12.8000001907,0.0,0.0,441.0,4.32523059845,111.0,3.41994976997
2013-12-14 14:00:00,0.0,0.470785409212,12.8999996185,0.0,0.0,441.0,3.41994976997,114.0,3.21877622604
2013-12-14 14:05:00,0.0,0.473877429962,12.8000001907,0.0,0.0,441.0,4.22464370728,104.0,3.41994976997
2013-12-14 14:10:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,4.42581748962,102.0,3.72170996666
2013-12-14 14:15:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,4.72757768631,102.0,3.82229661942
2013-12-14 14:20:00,0.0,0.453568398952,12.8000001907,0.0,0.0,441.0,3.6211233139,114.0,3.11818933487
2013-12-14 14:25:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,3.52053642273,103.0,3.3193628788
2013-12-14 14:30:00,0.0,0.46033808589,12.8000001907,0.0,0.0,441.0,4.02347040176,110.0,3.3193628788
2013-12-14 14:35:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.21877622604,112.0,2.91701602936
2013-12-14 14:40:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,4.42581748962,108.0,3.41994976997
2013-12-14 14:45:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,3.6211233139,102.0,3.11818933487
2013-12-14 14:50:00,0.0,0.443883389235,12.8999996185,0.0,0.0,441.0,3.52053642273,122.0,3.11818933487
2013-12-14 14:55:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,3.6211233139,103.0,3.21877622604
2013-12-14 15:00:00,0.0,0.440989345312,13.0,0.0,0.0,441.0,3.6211233139,115.0,3.11818933487
2013-12-14 15:05:00,0.0,0.434307664633,13.0,0.0,0.0,441.0,2.71584248543,115.0,2.21290874481
2013-12-14 15:10:00,0.0,0.440989345312,13.0,0.0,0.0,441.0,3.6211233139,111.0,2.91701602936
2013-12-14 15:15:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,3.21877622604,114.0,2.61525559425
2013-12-14 15:20:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.52053642273,108.0,2.91701602936
2013-12-14 15:25:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.11818933487,111.0,2.71584248543
2013-12-14 15:30:00,0.0,0.464059889317,12.8999996185,0.0,0.0,441.0,2.61525559425,112.0,2.5146689415
2013-12-14 15:35:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.21877622604,105.0,2.61525559425
2013-12-14 15:40:00,0.0,0.464059889317,12.8999996185,0.0,0.0,441.0,2.61525559425,123.0,2.21290874481
2013-12-14 15:45:00,0.0,0.464059889317,12.8999996185,0.0,0.0,441.0,2.71584248543,109.0,2.31349539757
2013-12-14 15:50:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.01760268211,113.0,2.31349539757
2013-12-14 15:55:00,0.0,0.457334399223,12.8999996185,0.0,0.0,441.0,3.6211233139,101.0,2.71584248543
2013-12-14 16:00:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,2.31349539757,119.0,2.11232185364
2013-12-14 16:05:00,0.0,0.450608879328,12.8999996185,0.0,0.0,441.0,2.11232185364,117.0,1.81056165695
2013-12-14 16:10:00,0.0,0.443883389235,12.8999996185,0.0,0.0,441.0,2.61525559425,122.0,2.11232185364
2013-12-14 16:15:00,0.0,0.437157869339,12.8999996185,0.0,0.0,441.0,2.61525559425,120.0,2.41408205032
2013-12-14 16:20:00,0.0,0.44002905488,12.8000001907,0.0,0.0,441.0,2.41408205032,114.0,2.21290874481
2013-12-14 16:25:00,0.0,0.44002905488,12.8000001907,0.0,0.0,441.0,2.61525559425,115.0,2.31349539757
2013-12-14 16:30:00,0.0,0.445834994316,12.6000003815,0.0,0.0,441.0,2.21290874481,111.0,2.01173520088
2013-12-14 16:35:00,0.0,0.448770135641,12.5,0.0,0.0,441.0,2.5146689415,116.0,2.01173520088
2013-12-14 16:40:00,0.0,0.44477725029,12.3999996185,0.0,0.0,441.0,2.5146689415,112.0,2.11232185364
2013-12-14 16:45:00,0.0,0.44477725029,12.3999996185,0.0,0.0,441.0,2.71584248543,113.0,2.31349539757
2013-12-14 16:50:00,0.0,0.44477725029,12.3999996185,0.0,0.0,441.0,2.11232185364,121.0,1.70997488499
2013-12-14 16:55:00,0.0,0.447710067034,12.3000001907,0.0,0.0,441.0,3.01760268211,107.0,2.41408205032
2013-12-14 17:00:00,0.0,0.451726913452,12.3999996185,0.0,0.0,441.0,3.21877622604,118.0,2.5146689415
2013-12-14 17:05:00,0.0,0.451726913452,12.3999996185,0.0,0.0,441.0,3.11818933487,99.0,2.5146689415
2013-12-14 17:10:00,0.0,0.450664550066,12.1999998093,0.0,0.0,441.0,2.41408205032,113.0,1.91114830971
2013-12-14 17:15:00,0.0,0.443622916937,12.1999998093,0.0,0.0,441.0,2.21290874481,108.0,2.01173520088
2013-12-14 17:20:00,0.0,0.443622916937,12.1999998093,0.0,0.0,441.0,2.71584248543,112.0,2.31349539757
2013-12-14 17:25:00,0.0,0.443622916937,12.1999998093,0.0,0.0,441.0,2.71584248543,108.0,2.01173520088
2013-12-14 17:30:00,0.0,0.443622916937,12.1999998093,0.0,0.0,441.0,3.41994976997,116.0,2.71584248543
2013-12-14 17:35:00,0.0,0.439464598894,12.1000003815,0.0,0.0,441.0,3.01760268211,115.0,2.5146689415
2013-12-14 17:40:00,0.0,0.446552723646,12.1000003815,0.0,0.0,441.0,2.91701602936,93.0,2.41408205032
2013-12-14 17:45:00,0.0,0.481993436813,12.1000003815,0.0,0.0,441.0,3.6211233139,80.0,2.61525559425
2013-12-14 17:50:00,0.0,0.53478962183,11.6000003815,0.0,0.0,442.0,2.11232185364,90.0,1.60938811302
2013-12-14 17:55:00,0.0,0.549337029457,11.3999996185,0.0,0.0,442.0,2.41408205032,92.0,1.91114830971
2013-12-14 18:00:00,0.0,0.564188957214,11.1999998093,0.0,0.0,442.0,2.31349539757,89.0,1.81056165695
2013-12-14 18:05:00,0.0,0.567944765091,11.1000003815,0.0,0.0,442.0,1.91114830971,82.0,1.70997488499
2013-12-14 18:10:00,0.0,0.590888381004,10.8999996185,0.0,0.0,443.0,2.21290874481,57.0,1.81056165695
2013-12-14 18:15:00,0.0,0.594831347466,10.8000001907,0.0,0.0,443.0,1.40821456909,28.0,0.804694056511
2013-12-14 18:20:00,0.0,0.587106227875,10.8000001907,0.0,0.0,443.0,1.70997488499,43.0,1.20704102516
2013-12-14 18:25:00,0.0,0.60658043623,10.6999998093,0.0,0.0,443.0,1.60938811302,12.0,1.30762779713
2013-12-14 18:30:00,0.0,0.638953864574,10.3000001907,0.0,0.0,445.0,0.905280828476,76.0,0.704107284546
2013-12-14 18:35:00,0.0,0.651903033257,10.0,0.0,0.0,445.0,1.40821456909,71.0,1.20704102516
2013-12-14 18:40:00,0.0,0.656284511089,9.89999961853,0.0,0.0,445.0,1.70997488499,80.0,1.50880134106
2013-12-14 18:45:00,0.0,0.651903033257,10.0,0.0,0.0,445.0,2.01173520088,83.0,1.70997488499
2013-12-14 18:50:00,0.0,0.639459848404,10.1000003815,0.0,0.0,444.0,3.11818933487,80.0,2.21290874481
2013-12-14 18:55:00,0.0,0.614993095398,10.3000001907,0.0,0.0,444.0,2.71584248543,90.0,2.31349539757
